# Data format: "%int(ChipTimeUS) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ)"
267599895 -0.50971,1.49547,0.19822
267604716 -0.50067,1.54164,0.19405
267609298 -0.47502,1.60793,0.17853
267614128 -0.43077,1.63693,0.17602
267618708 -0.37323,1.66139,0.17987
267623535 -0.34356,1.65485,0.19966
267628111 -0.29158,1.67923,0.22938
267632686 -0.28260,1.70384,0.26920
267637506 -0.29275,1.75104,0.30673
267642081 -0.31410,1.78612,0.34911
267646903 -0.33471,1.83623,0.38742
267651958 -0.36347,1.87859,0.41059
267656782 -0.40231,1.90001,0.40524
267661354 -0.43219,1.90057,0.38967
267666174 -0.46545,1.86775,0.37665
267670746 -0.52872,1.83795,0.37018
267675318 -0.57613,1.80257,0.36195
267680142 -0.60176,1.75354,0.32835
267684709 -0.61944,1.69646,0.28223
267689532 -0.64598,1.62575,0.25400
267694103 -0.65978,1.56396,0.21061
267698923 -0.69341,1.52446,0.17845
267703495 -0.71349,1.46375,0.15231
267708068 -0.72021,1.38655,0.11860
267712886 -0.72639,1.30212,0.09086
267717941 -0.73819,1.19219,0.09636
267722759 -0.71933,1.11240,0.09203
267727334 -0.66658,1.02492,0.08215
267732159 -0.60225,0.93610,0.05499
267736729 -0.52817,0.85552,0.03261
267741301 -0.43334,0.79446,0.01484
267746121 -0.32782,0.72985,0.01426
267750694 -0.21045,0.70063,-0.01328
267755520 -0.07125,0.69839,-0.05179
267760101 0.10823,0.71019,-0.08108
267764930 0.22113,0.76939,-0.13916
267769515 0.45779,0.84642,-0.17974
267774099 0.67148,0.92197,-0.18719
267778929 0.86174,0.99635,-0.17578
267783991 0.99502,1.03653,-0.10465
267788820 1.07502,1.05403,-0.01822
267793403 1.04155,1.02094,0.10284
267798227 0.90667,0.92531,0.23372
267802798 0.75190,0.79777,0.30007
267807614 0.57724,0.70199,0.30376
267812188 0.38054,0.64349,0.29446
267816763 0.24576,0.60358,0.28879
267821584 0.17739,0.58571,0.27462
267826154 0.16624,0.57267,0.26546
267830976 0.13995,0.57971,0.27860
267835551 0.07254,0.56931,0.31455
267840372 0.05595,0.51737,0.31341
267844947 0.01449,0.46088,0.31762
267849512 -0.01719,0.46132,0.28559
267854815 -0.05037,0.49133,0.24641
267859389 -0.08367,0.49243,0.20675
267864211 -0.14131,0.47610,0.19004
267868777 -0.25326,0.46032,0.20172
267873589 -0.36752,0.45728,0.16951
267878157 -0.44888,0.44797,0.13369
267882723 -0.49136,0.41641,0.10792
267887542 -0.51191,0.38734,0.09183
267892112 -0.54272,0.37280,0.06116
267896934 -0.56243,0.39330,0.05372
267901510 -0.57733,0.39738,0.05722
267906335 -0.59728,0.39624,0.06375
267910911 -0.62638,0.39425,0.06395
267915487 -0.63611,0.39092,0.05913
267920785 -0.62065,0.36316,0.05165
267925353 -0.60976,0.32889,0.06099
267930170 -0.61341,0.33772,0.09390
267934740 -0.62537,0.38405,0.13736
267939554 -0.64436,0.42252,0.19273
267944119 -0.61568,0.43275,0.22961
267948931 -0.57368,0.45101,0.20310
267953494 -0.53466,0.46901,0.17735
267958053 -0.47645,0.46333,0.14775
267962862 -0.45675,0.47543,0.14432
267967424 -0.43697,0.49551,0.16763
267972233 -0.43052,0.49978,0.18552
267976795 -0.47250,0.51763,0.23040
267981604 -0.49638,0.55325,0.25926
267986647 -0.50457,0.56716,0.26140
267991209 -0.52744,0.54850,0.26245
267996019 -0.54644,0.55328,0.23399
268000586 -0.58535,0.56558,0.23093
268005452 -0.60770,0.54507,0.24897
268010021 -0.62531,0.49953,0.27951
268014840 -0.67659,0.48311,0.31098
268019401 -0.74533,0.48795,0.33425
268023961 -0.77970,0.50708,0.33233
268028772 -0.77693,0.49610,0.33020
268033336 -0.76338,0.48052,0.32583
268038146 -0.76334,0.47927,0.33814
268042713 -0.72996,0.47769,0.34384
268047526 -0.68321,0.47944,0.37699
268052087 -0.65442,0.48731,0.40995
268057381 -0.64120,0.46911,0.40241
268061944 -0.65400,0.46911,0.35746
268066509 -0.67193,0.46025,0.31436
268071323 -0.67767,0.45485,0.31444
268075890 -0.67187,0.45931,0.30132
268080707 -0.67149,0.46692,0.28969
268085271 -0.67720,0.48243,0.27556
268090089 -0.68012,0.50304,0.25227
268094654 -0.68133,0.52595,0.24666
268099223 -0.68686,0.54247,0.24212
268104041 -0.69755,0.58267,0.23026
268108605 -0.72251,0.60816,0.20731
268113421 -0.73006,0.63471,0.18153
268117989 -0.73065,0.64245,0.19696
268123284 -0.74825,0.66105,0.20872
268127850 -0.78202,0.68694,0.22272
268132419 -0.78087,0.70808,0.22006
268137234 -0.75712,0.69530,0.23356
268141803 -0.74809,0.69392,0.22982
268146620 -0.72715,0.72018,0.21764
268151187 -0.71005,0.72846,0.22041
268156001 -0.66979,0.74950,0.20127
268160568 -0.66407,0.77170,0.19513
268165135 -0.66173,0.77089,0.18750
268169954 -0.64118,0.78574,0.15943
268174529 -0.61656,0.82248,0.15009
268179352 -0.59571,0.81889,0.14679
268183922 -0.57100,0.82687,0.14139
268189234 -0.55221,0.82824,0.13511
268193813 -0.53897,0.85154,0.13506
268198641 -0.52408,0.87353,0.14953
268203223 -0.51871,0.88594,0.18703
268207804 -0.50321,0.89912,0.20108
268212629 -0.50662,0.91843,0.22553
268217204 -0.51080,0.92402,0.24937
268222029 -0.53132,0.93522,0.27450
268226602 -0.55606,0.95401,0.28851
268231428 -0.55981,0.96075,0.29364
268236004 -0.56119,0.98090,0.32447
268240578 -0.56255,0.98419,0.36406
268245402 -0.56655,0.99612,0.39006
268249978 -0.56399,1.00523,0.41038
268255283 -0.55396,1.02263,0.42147
268259856 -0.53720,1.04537,0.39115
268264678 -0.51178,1.05951,0.35125
268269253 -0.50531,1.07584,0.32203
268273831 -0.48633,1.11011,0.31348
268278653 -0.47047,1.14252,0.30005
268283228 -0.44993,1.18350,0.28749
268288049 -0.45128,1.21424,0.29362
268292627 -0.44742,1.22609,0.29005
268297455 -0.43141,1.23924,0.27211
268302036 -0.41397,1.26167,0.25605
268306618 -0.40775,1.26694,0.25055
268311448 -0.39047,1.29296,0.23791
268316031 -0.37720,1.31048,0.23324
268321341 -0.37705,1.34941,0.23486
268325925 -0.36889,1.37318,0.23508
268330758 -0.34586,1.40864,0.25036
268335345 -0.31717,1.44066,0.26613
268340176 -0.30860,1.46446,0.29858
268344757 -0.31669,1.48051,0.32629
268349340 -0.32951,1.49955,0.35130
268354165 -0.34935,1.50533,0.38877
268358738 -0.38554,1.51142,0.43348
268363563 -0.43409,1.51620,0.48221
268368137 -0.47447,1.53994,0.51571
268372958 -0.51066,1.57889,0.53749
268377532 -0.52992,1.60369,0.55682
268382106 -0.56540,1.61576,0.57539
268386929 -0.59492,1.62279,0.58905
268391980 -0.60487,1.61921,0.58447
268396801 -0.59131,1.60879,0.57931
268401373 -0.55801,1.57805,0.56289
268406193 -0.52071,1.54555,0.53736
268410766 -0.47698,1.53504,0.49314
268415335 -0.45362,1.52273,0.45226
268420152 -0.44922,1.51243,0.41935
268424719 -0.47309,1.48139,0.38140
268429534 -0.51919,1.44303,0.35252
268434104 -0.57862,1.40490,0.32371
268438925 -0.62994,1.34954,0.28763
268443497 -0.64143,1.27054,0.26898
268448067 -0.63575,1.21001,0.22447
268452886 -0.60575,1.10727,0.19469
268457939 -0.57122,1.03362,0.14593
268462761 -0.52137,0.96635,0.10808
268467336 -0.44417,0.90956,0.07440
268472159 -0.35537,0.84957,0.06306
268476735 -0.26476,0.80044,0.05997
268481559 -0.17135,0.78720,0.06294
268486141 -0.07349,0.77738,0.06659
268490723 0.04494,0.79674,0.07059
268495546 0.16530,0.82457,0.07917
268500117 0.27583,0.84043,0.08546
268504949 0.36080,0.86842,0.08565
268509527 0.41900,0.90836,0.12109
268514355 0.45742,0.92243,0.14016
268518932 0.53204,0.93302,0.18437
268523992 0.58698,0.92076,0.21931
268528818 0.61566,0.90560,0.22960
268533399 0.61556,0.86553,0.22405
268538230 0.55837,0.81084,0.24607
268542807 0.46055,0.74919,0.28243
268547624 0.35638,0.68593,0.31392
268552194 0.26672,0.63723,0.35257
268557012 0.18331,0.59806,0.40315
268561582 0.13289,0.58463,0.38858
268566150 0.09590,0.61715,0.36884
268570971 0.10038,0.58162,0.39054
268575537 0.07976,0.53662,0.41887
268580352 0.07431,0.53018,0.41085
268584911 0.04038,0.53432,0.38888
268589727 0.02938,0.49785,0.35287
268594775 0.02199,0.45232,0.31716
268599339 0.00810,0.43477,0.27902
268604152 -0.00380,0.39214,0.25586
268608731 -0.06339,0.35064,0.26892
268613551 -0.14497,0.31923,0.25692
268618119 -0.26038,0.33667,0.24077
268622936 -0.36946,0.38237,0.24351
268627505 -0.43412,0.42207,0.23028
268632073 -0.45160,0.42339,0.20331
268636889 -0.46764,0.41772,0.18231
268641456 -0.51613,0.43432,0.16180
268646269 -0.54445,0.41465,0.15256
268650845 -0.57808,0.40143,0.12854
268655675 -0.60106,0.40185,0.12031
268660735 -0.62247,0.39193,0.12497
268665312 -0.61965,0.39099,0.11192
268670137 -0.62618,0.38792,0.10633
268674707 -0.62435,0.35613,0.11448
268679521 -0.62493,0.34776,0.12735
268684088 -0.64212,0.38751,0.16868
268688899 -0.64090,0.39594,0.18656
268693467 -0.63639,0.37598,0.20294
268698276 -0.63410,0.39110,0.22863
268702842 -0.63075,0.43003,0.24130
268707405 -0.62705,0.46078,0.25846
268712220 -0.62579,0.49478,0.27242
268716781 -0.63365,0.51089,0.29742
268721594 -0.61019,0.53722,0.29359
268726640 -0.59070,0.51747,0.27814
268731454 -0.58935,0.52476,0.24805
268736019 -0.57532,0.54199,0.20057
268740580 -0.55503,0.56323,0.16089
268745397 -0.55572,0.58568,0.13166
268749968 -0.56142,0.59094,0.10434
268754785 -0.56116,0.60108,0.10006
268759358 -0.56781,0.58990,0.10709
268764176 -0.57951,0.57837,0.11810
268768743 -0.62329,0.56998,0.13050
268773306 -0.66107,0.55486,0.15917
268778117 -0.67784,0.51148,0.18083
268782678 -0.71678,0.48586,0.21870
268787489 -0.74688,0.46439,0.22450
268792050 -0.75401,0.45888,0.22976
268797343 -0.74640,0.43597,0.25748
268801905 -0.74096,0.44235,0.27928
268806470 -0.73360,0.46355,0.27412
268811280 -0.72869,0.46640,0.28957
268815842 -0.71898,0.46419,0.31191
268820650 -0.72284,0.49467,0.31904
268825211 -0.72347,0.51450,0.31985
268830023 -0.71794,0.52475,0.32219
268834588 -0.72019,0.55532,0.32488
268839154 -0.72016,0.57535,0.33897
268843969 -0.71802,0.58947,0.34326
268848533 -0.71038,0.60916,0.35090
268853351 -0.70396,0.62541,0.34776
268857913 -0.70747,0.64827,0.34463
268863207 -0.70908,0.67028,0.32476
268867772 -0.70499,0.69380,0.29204
268872590 -0.70085,0.70529,0.27100
268877155 -0.70060,0.71024,0.26874
268881718 -0.70675,0.71949,0.27165
268886534 -0.70340,0.73212,0.27693
268891103 -0.67535,0.74803,0.26775
268895920 -0.64608,0.76245,0.25907
268900489 -0.63246,0.76707,0.23926
268905314 -0.61347,0.79065,0.22638
268909896 -0.59189,0.79703,0.21560
268914477 -0.58416,0.80456,0.20761
268919307 -0.58538,0.82194,0.20845
268923890 -0.57209,0.83377,0.20604
268929201 -0.56153,0.85010,0.19919
268933784 -0.54432,0.88274,0.19780
268938613 -0.52468,0.90178,0.19061
268943194 -0.50057,0.91302,0.18200
268947766 -0.48165,0.92760,0.17732
268952590 -0.47641,0.93841,0.19834
268957168 -0.47425,0.95133,0.22356
268961994 -0.47156,0.96755,0.25488
268966573 -0.46598,0.98631,0.28248
268971404 -0.48418,1.00202,0.31395
268975977 -0.51436,1.01893,0.33515
268980795 -0.52468,1.01783,0.35121
268985366 -0.51066,1.01235,0.35585
268989934 -0.50345,1.00458,0.36399
268995232 -0.49111,1.01179,0.35967
268999802 -0.48347,1.01078,0.35028
269004619 -0.47841,1.01583,0.35463
269009186 -0.46680,1.03450,0.35291
269014008 -0.46004,1.05377,0.34605
269018583 -0.46401,1.06625,0.33588
269023164 -0.45502,1.08205,0.31993
269027993 -0.45375,1.09549,0.31045
269032573 -0.44559,1.10917,0.30167
269037397 -0.44002,1.12403,0.29485
269041974 -0.42845,1.13882,0.28038
269046806 -0.41756,1.15845,0.26882
269051389 -0.41346,1.17505,0.27159
269055976 -0.41366,1.19039,0.26530
269060810 -0.40706,1.22372,0.26546
269065878 -0.40624,1.26313,0.26780
269070713 -0.41326,1.28684,0.28116
269075299 -0.41195,1.30904,0.29695
269080130 -0.41190,1.33405,0.30779
269084712 -0.41313,1.35147,0.31798
269089542 -0.42596,1.37108,0.33953
269094125 -0.44505,1.38112,0.36171
269098705 -0.47704,1.39220,0.38051
269103529 -0.50132,1.40064,0.38575
269108107 -0.52666,1.39672,0.38497
269112925 -0.55013,1.38641,0.39603
269117493 -0.57035,1.38053,0.40655
269122308 -0.59416,1.37805,0.41804
269126876 -0.60584,1.38689,0.43919
269131926 -0.63089,1.39710,0.45353
269136743 -0.62230,1.40562,0.45635
269141311 -0.60273,1.42611,0.45014
269146131 -0.55812,1.42617,0.43780
269150700 -0.52430,1.44734,0.41254
269155516 -0.49657,1.46114,0.37657
269160091 -0.46779,1.45077,0.33638
269164668 -0.46293,1.45125,0.30387
269169491 -0.47769,1.45348,0.28032
269174063 -0.49076,1.44299,0.25540
269178887 -0.52380,1.42632,0.24371
269183464 -0.56757,1.40288,0.22697
269188291 -0.60284,1.35825,0.20496
269192866 -0.61976,1.29303,0.19459
269198167 -0.59679,1.19820,0.18348
269202738 -0.56324,1.13011,0.16051
269207312 -0.54403,1.10612,0.14880
269212131 -0.50012,1.06446,0.11666
269216702 -0.43860,1.01931,0.08740
269221524 -0.37541,0.98341,0.06173
269226094 -0.31868,0.94793,0.03832
269230909 -0.28307,0.92200,0.02627
269235478 -0.22804,0.89904,0.01358
269240051 -0.13755,0.87950,0.00211
269244873 -0.02032,0.87333,0.00733
269249445 0.12998,0.88895,0.01485
269254267 0.27451,0.92616,0.03229
269258846 0.39869,0.96590,0.05649
269264154 0.49956,1.01270,0.09332
269268732 0.56051,1.03119,0.13459
269273314 0.56688,1.04239,0.16028
269278146 0.55701,1.03013,0.19342
269282728 0.52727,0.99919,0.22858
269287556 0.50364,0.92762,0.27243
269292129 0.45157,0.82819,0.31179
269296957 0.36455,0.76714,0.33233
269301528 0.27912,0.71158,0.35969
269306097 0.21790,0.65425,0.39012
269310918 0.16687,0.61036,0.43390
269315495 0.13814,0.57285,0.44500
269320323 0.13554,0.56999,0.41871
269324894 0.14510,0.57321,0.39550
269329716 0.15833,0.57066,0.37821
269334768 0.17137,0.56240,0.35311
269339587 0.16200,0.55620,0.34486
269344157 0.16211,0.47974,0.33374
269348728 0.15786,0.44196,0.27973
269353548 0.10562,0.37568,0.24991
269358122 0.03485,0.30724,0.22809
269362947 -0.05646,0.28246,0.22692
269367514 -0.14845,0.27893,0.21745
269372330 -0.20806,0.31260,0.22245
269376899 -0.27159,0.36833,0.21620
269381468 -0.30700,0.40306,0.15165
269386292 -0.37130,0.45174,0.09872
269390865 -0.44599,0.47390,0.06972
269395689 -0.49543,0.48009,0.06506
269400746 -0.54530,0.45414,0.05158
269405564 -0.59475,0.43418,0.04371
269410135 -0.62658,0.43199,0.03114
269414710 -0.63107,0.41926,0.01898
269419537 -0.64243,0.38984,0.01932
269424111 -0.68935,0.39092,0.01346
269428934 -0.74749,0.39594,0.01722
269433509 -0.76688,0.38179,0.02461
269438333 -0.77634,0.37638,0.04760
269442903 -0.79214,0.37399,0.07749
269447475 -0.78617,0.37282,0.10846
269452295 -0.75613,0.37356,0.13139
269456867 -0.71791,0.39756,0.15554
269461676 -0.67198,0.42363,0.18577
269466235 -0.63407,0.45449,0.22117
269471525 -0.60828,0.47890,0.24883
269476089 -0.58239,0.49551,0.27411
269480902 -0.56908,0.50637,0.28204
269485466 -0.57947,0.52257,0.30287
269490030 -0.59332,0.53331,0.33756
269494845 -0.59835,0.51078,0.35895
269499408 -0.60223,0.48348,0.36316
269504221 -0.60941,0.45826,0.36195
269508787 -0.61403,0.45931,0.34770
269513607 -0.60623,0.44923,0.33790
269518183 -0.60133,0.43744,0.32838
269522754 -0.61500,0.43542,0.30831
269527572 -0.62887,0.43311,0.27964
269532143 -0.65482,0.42842,0.24687
269537449 -0.70098,0.42817,0.23462
269542019 -0.75219,0.42741,0.23422
269546839 -0.77585,0.42674,0.24175
269551406 -0.81413,0.42940,0.25329
269555974 -0.83367,0.42976,0.24751
269560795 -0.83460,0.43000,0.24751
269565366 -0.83475,0.44438,0.24000
269570184 -0.83385,0.45548,0.23694
269574757 -0.82806,0.48641,0.23515
269579584 -0.81622,0.51562,0.23309
269584163 -0.79393,0.54149,0.24994
269588741 -0.77641,0.57708,0.25910
269593566 -0.76374,0.62400,0.26549
269598142 -0.74775,0.67398,0.26715
269603444 -0.73184,0.71037,0.25122
269608014 -0.71069,0.75841,0.24032
269612837 -0.70766,0.76844,0.23013
269617411 -0.67954,0.78822,0.22313
269622248 -0.67373,0.81891,0.20977
269626834 -0.67688,0.84427,0.20465
269631415 -0.68628,0.87079,0.19093
269636247 -0.67878,0.88931,0.17399
269640832 -0.66265,0.90436,0.16957
269645661 -0.64047,0.92325,0.15868
269650244 -0.61957,0.93438,0.15451
269655069 -0.59341,0.94604,0.14883
269659646 -0.57315,0.95026,0.15801
269664224 -0.55382,0.97038,0.16878
269669534 -0.53180,0.98164,0.18133
269674118 -0.51559,0.98850,0.20405
269678953 -0.50490,0.99023,0.22561
269683540 -0.49022,0.99033,0.24397
269688373 -0.48442,0.98880,0.24690
269692954 -0.46564,0.99554,0.25287
269697537 -0.44676,0.99442,0.25965
269702368 -0.42575,0.99721,0.26712
269706945 -0.41687,1.00418,0.27364
269711773 -0.40879,1.01955,0.26607
269716353 -0.40951,1.02574,0.26332
269721185 -0.42644,1.02965,0.25232
269725770 -0.42729,1.02288,0.24795
269730599 -0.41669,1.03306,0.24238
269735664 -0.40539,1.03754,0.23932
269740247 -0.39148,1.05093,0.23271
269745081 -0.37968,1.06541,0.22119
269749668 -0.36643,1.08940,0.20096
269754507 -0.34923,1.10617,0.19652
269759097 -0.35404,1.13862,0.16969
269763932 -0.35163,1.15281,0.14863
269768519 -0.36216,1.18414,0.13931
269773103 -0.36446,1.22156,0.13161
269777935 -0.38089,1.26659,0.13426
269782519 -0.39200,1.30000,0.14117
269787353 -0.40356,1.31208,0.14876
269791936 -0.43115,1.34363,0.16218
269796769 -0.45801,1.37400,0.18447
269801346 -0.49585,1.40324,0.20216
269806662 -0.53098,1.41220,0.22813
269811233 -0.56626,1.41921,0.25363
269815806 -0.60017,1.43224,0.27292
269820624 -0.63835,1.43238,0.28768
269825190 -0.66726,1.43049,0.30559
269830006 -0.67946,1.42541,0.31334
269834573 -0.69326,1.42011,0.31988
269839388 -0.70508,1.41682,0.32392
269843954 -0.70153,1.41415,0.33425
269848521 -0.69729,1.41146,0.34508
269853334 -0.68763,1.41075,0.35535
269857900 -0.66777,1.41901,0.35909
269862717 -0.63749,1.42005,0.36873
269867285 -0.59907,1.42958,0.37086
269872583 -0.55636,1.40936,0.36683
269877154 -0.50715,1.41953,0.36274
269881725 -0.45706,1.45193,0.35106
269886552 -0.42475,1.45472,0.33656
269891137 -0.39958,1.44738,0.31482
269895969 -0.39890,1.43723,0.30826
269900550 -0.40819,1.44005,0.29132
269905378 -0.42930,1.42866,0.29598
269909953 -0.46565,1.40849,0.28704
269914523 -0.53105,1.38537,0.27758
269919343 -0.58015,1.34192,0.25688
269923911 -0.61277,1.28363,0.24334
269928725 -0.64146,1.20328,0.24055
269933291 -0.64489,1.14503,0.22560
269938585 -0.61256,1.08381,0.20233
269943150 -0.54186,1.04402,0.18600
269947963 -0.49014,0.98041,0.17173
269952535 -0.41925,0.94677,0.15460
269957105 -0.32234,0.91723,0.14122
269961929 -0.21695,0.88226,0.14086
269966510 -0.16441,0.87394,0.13076
269971340 -0.05587,0.87321,0.11163
269975919 0.09601,0.88541,0.08546
269980744 0.26257,0.89242,0.07253
269985330 0.42105,0.93239,0.05419
269989915 0.57237,0.97284,0.04720
269994742 0.70631,1.00521,0.06156
269999331 0.79093,1.00834,0.08880
270004648 0.80561,0.99142,0.13413
270009233 0.78134,0.96088,0.18426
270014056 0.73661,0.88290,0.22903
270018634 0.68140,0.79773,0.26632
270023214 0.59842,0.74374,0.30054
270028040 0.51728,0.68974,0.33501
270032611 0.43186,0.64486,0.35613
270037431 0.39113,0.61875,0.37187
270042001 0.29485,0.61287,0.37992
270046815 0.21932,0.61120,0.37549
270051381 0.17143,0.61354,0.36790
270055949 0.14057,0.60430,0.37458
270060768 0.11190,0.60259,0.38462
270065338 0.09546,0.58922,0.39050
270070153 0.09578,0.53960,0.38430
270075204 0.08953,0.47797,0.35611
270080023 0.05411,0.42127,0.32585
270084595 0.00349,0.38051,0.31645
270089421 -0.03832,0.34333,0.31213
270093998 -0.07135,0.33259,0.27577
270098572 -0.11299,0.33859,0.28017
270103393 -0.13467,0.33012,0.27472
270107963 -0.19460,0.34539,0.25848
270112781 -0.24966,0.36511,0.24045
270117349 -0.28841,0.36890,0.22294
270122165 -0.34310,0.37510,0.19617
270126735 -0.39630,0.40522,0.17336
270131300 -0.43776,0.42354,0.16386
270136116 -0.46422,0.43014,0.15290
270141163 -0.48897,0.41803,0.14554
270145979 -0.53194,0.39699,0.14255
270150547 -0.59126,0.40780,0.15070
270155360 -0.61420,0.42251,0.16056
270159932 -0.63058,0.43329,0.19378
270164501 -0.64532,0.44339,0.22405
270169315 -0.63925,0.43558,0.23416
